id;title;date;view_count;rating;content;is_full_content;category
34653974;Kurye Gecikmesi Ve Kaba Davranışı;24 Aralık 19:53;-;;"Merhaba, kurye tam olarak 30 dakikaya yakın geç kaldı. 10’da geçe gelecek denilen yemek 40’da geldi. Mavi motorlu kurye, yaşlı bir beyefendi vardı; bütün sos dökülmüş. Nerede kaldığını sorduğumda ise sert bir çıkışla, “Nida, parkın oradan söylemişsiniz” dedi. Bütün sos dökülmüş, bunun suçlusu da benmişim gibi davrandı. Yaşlıdır, bir şey demedim ama uyarın motorcuyu; az insaf. Ben de çalışıyorum, müşteriye böyle sert çıkmak olmaz.";True;kurye
34644883;Yanlış Ürün Teslimatı Ve Temassız Ödeme Sorunu Nedeniyle Yaşanan Mağduriyet;23 Aralık 20:55;85;;Bugün akşam Yemeksepeti üzerinden bir restorandan verdiğim siparişte, sepetimde 1 litre Fuse Tea olmasına rağmen kurye bana 330 ml kutu kola getirdi. Kuryeye durumu sorduğumda “bilmiyorum, arabada bu vardı” diyerek geçiştirdi. Ayrıca siparişi verirken temassız ödeme seçmiş olmama rağmen kapıya geldiğinde temassız ödeme alınamadığını, nakit vermem gerektiğini söyledi. Evdeki bütün bozuk ve kağıt paraları toparlayıp zorla ödeme yapmaya çalıştım ve gerçekten çok kötü, rahatsız edici bir durum yaşadım. Hem yanlış ürün getirildi hem de ödeme konusunda mağdur oldum, bu tutumun Yemeksepeti’ne hiç yakışmadığını düşünüyorum. Yaşadığım bu olumsuz deneyimin incelenmesini, hem yanlış ürün hem de ödeme konusundaki mağduriyetimle ilgili tarafıma uygun bir şekilde dönüş yapılmasını rica ediyorum.;True;kurye
34644855;Basliksiz Sikayet;23 Aralık 20:55;24;5.0;;False;kurye
34636306;Gece Saatlerinde Kurye Eksikliği İşletmemizi Zora Sokuyor;23 Aralık 02:16;176;;"Yemeksepeti üye iş yeriyiz ve Kocaeli Çayırova’da gece 02.00’ye kadar açık olan bir işletmeyiz. Son bir aydır özellikle gece 01.00’den sonra gelen siparişlerde ciddi bir kurye problemi yaşıyoruz. Sistem üzerinden siparişlerimiz sorunsuz şekilde iletiliyor; ancak kuryeler gelmediği için bu siparişler uzun süre bekliyor, ardından iptal ediliyor. Biz de müşteriler için taze taze hazırladığımız yemekleri, siparişler kuryesizlik nedeniyle iptal olunca maalesef çöpe atmak zorunda kalıyoruz. Şu an bu şikayeti yazarken bile bir siparişimizin 50. dakikasındayız ve hâlâ kurye bekliyoruz. Bu durum hem işletme itibarımızı zedeliyor hem de ciddi maddi kayba uğramamıza neden oluyor. Firma için bir müşteri temsilcisi bulunmadığı için yaşadığımız sorunu doğrudan muhatabına iletemiyoruz. Çalışma saatlerimizi değiştirmek istemiyoruz, çünkü bu saatlerde bölgemizde gerçekten talep var; asıl problem, bu saatlerde yeterli kurye olmaması. Yaşadığımız maddi kayıpların giderilmesini ve özellikle gece 01.00 sonrası için sistemde gerekli düzenlemelerin yapılarak kurye probleminin kalıcı olarak çözülmesini talep ediyorum.";True;kurye
34640369;Yemeksepeti Zeytinburnu Bölgesinde Teslimat Süreleri Ve Ekstra Hızlı Seçenek Mağduriyeti;23 Aralık 14:42;149;;"Uzun süredir Yemeksepeti üzerinden Zeytinburnu bölgesine verdiğim siparişlerde teslimat süreleriyle ilgili sürekli bir sorun yaşıyorum. Uygulamada belirtilen tahmini teslimat süresine neredeyse her seferinde uyulmuyor ve siparişlerim genellikle verilen sürenin en az 20 dakika üzerinde teslim ediliyor. Özellikle ""Ekstra Hızlı Getirin"" seçeneğini işaretlediğim ve bunun için ayrıca yaklaşık 25 TL ek ücret ödediğim siparişlerde de aynı gecikmeler yaşanıyor. Ekstra ücret ödediğim halde siparişimin zamanında gelmemesi hem maddi hem de zaman açısından mağduriyet oluşturmaktadır. Tahmini teslimat süresi ve ekstra hızlı teslimat seçeneği, kullanıcıyı bilgilendirmek ve avantaj sağlamak için sunuluyor; ancak pratikte bu taahhütlerin yerine getirilmediğini görüyorum. Yemeksepeti’nden beklentim, Zeytinburnu bölgesindeki teslimat sürelerinin gerçekçi şekilde güncellenmesi, özellikle ekstra hızlı teslimat için alınan ücretin hakkının verilmesi ve uygulamada gösterilen sürelerle fiili teslimat sürelerinin uyumlu hale getirilmesidir. Teslimat sürelerinin düzeltilmesini ve bu konuda gerekli iyileştirmelerin yapılmasını talep ediyorum.";True;kurye
34629029;Yemeksepeti Kuryesinin Davranışı Nedeniyle Restoranımızın Haksız Yere Olumsuz Etkilenmesi;22 Aralık 15:14;60;;"Yemeksepeti’nde “Pidza” isimli pizza restoranının sahibiyim. Dün akşam 34v7 numaralı siparişi, Yemeksepeti’ne ait kurye teslim aldı ve müşteriye götürdü. Kurye, siparişi almaya geldiğinde mesafenin uzak olmasından dolayı kaba bir üslupla şikayet ederek, bu mesafeye neden sipariş verildiğini sorguladı. Kuryeye bunun benimle değil, Yemeksepeti ile konuşması gerektiğini belirttim ve işime devam ettim. Daha sonra müşterinin yorumundan, aynı kabalığı müşteriye de sürdürdüğünü, “Bu kadar uzaktan neden sipariş veriyorsunuz? ” şeklinde azarlar bir tavırla konuştuğunu öğrendik. Müşteri, kuryeyi bize ait sanarak restoranımıza 1 puan verip, yorumda kuryenin saygısızlığından bahsetmiş. Oysa kurye bize değil, Yemeksepeti’ne ait olmasına rağmen olumsuz puan ve yorum doğrudan restoranımızı etkilemiştir. Bu olayın ardından Yemeksepeti’ni telefonla aradım, ayrıca e-posta yoluyla da durumu ilettim; ancak hiçbir şekilde konuyla ilgilenilmedi, tarafıma bir çözüm ya da tatmin edici bir dönüş sağlanmadı. Bu süreçte puanımız ciddi oranda düştü, sipariş sayımız neredeyse sıfıra indi ve yaptığımız yatırımlar, Yemeksepeti kuryesinin bu tutumu sebebiyle zarar görmeye başladı. Yemeksepeti’nden, söz konusu olumsuz yorum ve puanın derhal silinmesini, müşteriye kuryenin Yemeksepeti’ne ait olduğunun açıklanarak kendisinden özür dilenmesini ve ilgili kurye hakkında resmi işlem başlatılmasını talep ediyorum. Restoranımızın itibarının ve puanının, bize ait olmayan bir personelin kaba davranışı yüzünden zedelenmesini kabul etmiyorum ve yaşanan mağduriyetimizin ivedilikle giderilmesini istiyorum.";True;kurye
34628973;Yemeksepeti Vale’den Çıkamıyor Kendi Kuryemizle Teslimat Yapamıyoruz;22 Aralık 15:00;214;;Biz işletme sahibi olarak uzun süredir Yemeksepeti Vale hizmeti ile çalışıyoruz. Ancak platformun uyguladığı çok yüksek komisyon oranları sebebiyle ürün fiyatlarımızı ciddi anlamda yükseltmek zorunda kalıyoruz ve bu durum hem müşterilerimizi hem de bizi olumsuz etkiliyor. Maliyetlerimiz nedeniyle artık kendi kuryemizle teslimat yapmak istiyoruz. Yemeksepeti Vale hizmetiyle ilgili olarak tarafımızca imzalanmış herhangi bir sözleşme ya da taahhüt bulunmamasına rağmen, sistemden ayrılmak istediğimizi defalarca belirtmemize karşın talebimiz kabul edilmiyor ve karşımızda net bir muhatap bulamıyoruz. Yaklaşık 6–8 aydır bu süreç devam ediyor ve bu durumdan son derece muzdaribiz. Mail ve telefon yoluyla Yemeksepeti ile birçok kez iletişim e geçmemize rağmen, talebimizle tam anlamıyla ilgilenilmedi ve Vale’den çıkış isteğimiz yerine getirilmedi. Ne yazılı ne de sözlü olarak tatmin edici ve bağlayıcı bir geri dönüş alamadık. Talebimiz, derhal Yemeksepeti Vale hizmetinden çıkarılmamız, sözleşmesiz şekilde kendi kuryemizle teslimat yapabilmemize izin verilmesi ve bu konuda tarafımıza açık, net, yazılı ve mümkünse sözlü geri dönüş yapılmasıdır. Aksi halde bu haksız uygulama nedeniyle hukuki yollara başvurmaktan kaçınmayacağımızı bilgilerinize sunuyoruz.;True;kurye
34622777;Basliksiz Sikayet;21 Aralık 21:10;-;4.0;;False;kurye
34620763;Teslim Edilmeyen Sipariş İçin Ücret İadesi Talebim Cevapsız Kaldı;21 Aralık 17:13;78;;21 Aralık saat 14.38’de Yemeksepeti üzerinden y Market’ten meyve siparişi verdim. Adresim sistemde doğru şekilde kayıtlı olmasına rağmen siparişim uygulamada “teslim edildi” olarak görünüyor ancak ürünü kesinlikle teslim almadık, kapımız çalmadı, kurye de aramadı. Durumu Yemeksepeti canlı desteğe ilettiğimizde, sadece sistemde adrese teslim edildiği göründüğünü, bu nedenle bir şey yapamayacaklarını söylediler. Ne marketten ne de kuryeden herhangi bir bilgilendirme almadık. Toplamda 415 TL tutarındaki bu siparişi özellikle evde hasta olduğu için, acil ihtiyaç nedeniyle vermiştik. Ürünler bize ulaşmadığı halde ücretin alınmış olmasını kabul etmiyorum. Ödemiş olduğum 415 TL’nin tarafıma iade edilmesini talep ediyorum.;True;kurye
34617411;Yemeksepeti Vale Hizmetinin Kapatılması İçin Aylardır Sonuç Alamıyorum;21 Aralık 04:45;105;1.0;"Yemeksepeti Vale hizmetinin restoranımda kapatılması için 06.10.2025 tarihinden bu yana defalarca e-posta göndermeme ve müşteri hizmetleri ni aramama rağmen hiçbir şekilde geri dönüş alamıyorum. Telefon görüşmelerimde talebimin ilgili birime iletildiği ve dönüş yapılacağı söyleniyor; ancak aradan aylar geçmesine rağmen kimse bilgi vermiyor ve Vale hizmeti hâlâ kapatılmıyor. Vale uygulamasını kapatmak istememin nedeni, restoranımda ciddi sorunlara yol açmasıdır. Sürekli yaşanan geç teslimatlar, iptal edilen siparişler ve Yemeksepeti kuryeleriyle ilgili müşteri şikayetleri nedeniyle hem maddi hem manevi olarak zarar görüyorum. Ücret kesintileri ve alınan komisyonların yanı sıra, kurumsal yapımıza ve hizmet anlayışımıza uygun olmayan kuryelerle çalışılması restoranımın prestijine de zarar veriyor. Buna rağmen üç aydır kendi kuryeme maaş ödemeye devam etmeme karşın, sistemde Yemeksepeti’nin kendi kuryesi olan Vale hizmeti açık tutuluyor. Tüm bu nedenlerle, restoranım adına kayıtlı Yemeksepeti Vale hizmetinin hiçbir bahane üretilmeden, daha fazla mağduriyet yaşamadan derhal sonlandırılmasını talep ediyorum. Ayrıca tarafıma yazılı veya telefonla net bir bilgilendirme yapılarak bu sürecin resmi olarak kapatılmasını istiyorum.";True;kurye
